PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
11,2024-05-12,12:06:52.56,4,6,"Holzemer, Hunter",824240,Left,SAN_DON,"Smith, Austin",801563,Left,SAN_TOR,Undefined,1,Top,2,3,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,92.38009,-0.654398,2.233814,2098.045971,149.253582,11:00,5.26819,-2.06485,5.56996,-23.83088,9.5039,-4.99366,2.67052,-0.39333,83.98462,-5.084912,1.343539,0.415547,96.50059,-0.50163,22.303712,1755.37984,,,,46.04787,46.04787,22.476736,0.331503,3.19717,5.32473,1.8757,50,5.19628,-5.00078,-133.98711,-2.39484,5.77694,30.58585,-22.55293,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,cb3bd3a0-1092-11ef-a4e2-cf60cac7793a,90.70559,2.67903,,8.39547,,,,1.56489,2.67903,0.35608,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:06:52.56,2024-05-12T12:06:52.5630000-07:00,2024-05-12T19:06:52.5630000Z,GroundBall,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,5831601a-bcee-44b3-8650-185b80bd70b7,54.92823,-135.10742,15.29292,5.26886,-1.56877,-11.27647,2.06275,-5.21238,2.88847,323.29125,1.57161,130.66937,-21.34268,,,,,,,2.68423,-1.44882,-20.10049,,,,,,,0.35682,53.68279,-4.99611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
12,2024-05-12,12:09:41.92,1,1,"Smith, Austin",801563,Left,SAN_TOR,"Fung, Matt",1000039279,Left,SAN_DON,Undefined,1,Bottom,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,86.88989,-3.236404,3.34931,2185.428085,143.454071,10:45,5.44272,-1.89824,5.78225,-18.08493,19.56281,-13.5119,0.91615,0.0955,78.8451,-6.673725,0.933639,0.441612,,,,,,,,,,,,7.87626,11.32981,1.62991,50,5.16441,-6.78588,-125.71037,-7.63572,12.50032,27.43779,-14.19267,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,302da770-1093-11ef-a4e2-cf60cac7793a,85.35198,,,8.04479,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:09:41.92,2024-05-12T12:09:41.9240000-07:00,2024-05-12T19:09:41.9240000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,d00ee4ad-9f31-40f8-99a7-1629117312c9,54.71465,-126.73522,13.71889,5.43971,-7.1056,-7.09634,1.89209,-7.2528,6.25016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
13,2024-05-12,12:09:52.49,1,2,"Smith, Austin",801563,Left,SAN_TOR,"Fung, Matt",1000039279,Left,SAN_DON,Undefined,1,Bottom,0,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,85.9116,-2.833054,1.612444,2217.635389,143.856416,10:45,5.39428,-1.78639,5.85387,-19.14096,18.97883,-12.92658,1.1637,-1.36502,78.36921,-6.455324,-0.706322,0.444372,,,,,,,,,,,,7.05024,10.89607,1.66288,50,5.15281,-2.97227,-124.5687,-6.71404,11.03492,25.93107,-15.11965,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,367726b0-1093-11ef-a4e2-cf60cac7793a,84.82184,,,7.54239,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:09:52.49,2024-05-12T12:09:52.4990000-07:00,2024-05-12T19:09:52.4990000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,0eb37f23-d413-4769-9e0b-ec60b2e10fc6,54.64334,-125.53157,12.96554,5.39169,-6.15262,-7.55982,1.78086,-3.38202,5.51746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
14,2024-05-12,12:10:05.30,1,3,"Smith, Austin",801563,Left,SAN_TOR,"Fung, Matt",1000039279,Left,SAN_DON,Undefined,1,Bottom,0,2,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.47342,-1.315195,3.128511,2220.81082,147.883941,11:00,5.41213,-1.83974,5.72444,-20.05229,17.95836,-10.43926,2.51408,0.20712,78.31749,-5.116509,1.26435,0.443736,,,,,,,,,,,,6.21315,9.89863,1.5847,50,5.28999,-6.39709,-125.25479,-3.47419,9.78645,27.31187,-16.58257,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,3e170e30-1093-11ef-a4e2-cf60cac7793a,84.94347,,,8.15593,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:10:05.30,2024-05-12T12:10:05.3020000-07:00,2024-05-12T19:10:05.3020000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,08ceddb9-593c-4169-9983-3be964f57522,54.77101,-126.29083,13.65594,5.40985,-2.84515,-8.29129,1.83441,-6.76833,4.89323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
15,2024-05-12,12:10:16.92,1,4,"Smith, Austin",801563,Left,SAN_TOR,"Fung, Matt",1000039279,Left,SAN_DON,Undefined,1,Bottom,0,2,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.145,-2.185887,1.956121,2256.078425,144.330223,10:45,5.42942,-1.74469,5.75248,-17.00115,20.28757,-13.63812,1.97561,-1.05951,79.11009,-5.432895,-0.484355,0.439501,42.72299,54.058189,-116.325324,4699.053958,,,,,16.3637,,,7.56725,11.38501,1.59092,50,5.23781,-3.74709,-126.35752,-5.30804,12.13813,27.63718,-13.9121,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,450cd300-1093-11ef-a4e2-cf60cac7793a,85.76182,22.18198,,8.03492,,,,1.45289,2.07418,1.02881,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:10:16.92,2024-05-12T12:10:16.9220000-07:00,2024-05-12T19:10:16.9220000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,d3d8a199-3304-4108-9e40-e2b369a9d26a,54.74586,-127.39132,13.81859,5.42662,-4.78764,-6.95605,1.73957,-4.20113,6.06907,32.358737,1.46162,-16.5491,-2.52466,,,,,,,2.08353,50.47773,-20.17978,,,,,,,1.02561,-32.87938,2.81647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
16,2024-05-12,12:10:30.86,1,5,"Smith, Austin",801563,Left,SAN_TOR,"Fung, Matt",1000039279,Left,SAN_DON,Undefined,1,Bottom,0,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.65387,-0.165621,3.172078,2256.182138,146.05269,10:45,5.47169,-1.69,5.81416,-16.82843,19.40631,-12.17595,3.91508,0.24788,79.66638,-3.40875,0.994786,0.433246,,,,,,,,,,,,7.14079,10.27859,1.43682,50,5.44816,-6.57204,-128.37031,-0.83009,11.744,30.14437,-15.26952,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,4d594e30-1093-11ef-a4e2-cf60cac7793a,87.00017,,,8.98749,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:10:30.86,2024-05-12T12:10:30.8610000-07:00,2024-05-12T19:10:30.8610000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,5aee110e-0c49-4531-8ff9-7481aba97331,54.67972,-129.46455,15.07219,5.46823,-0.2758,-7.63476,1.68312,-6.99834,5.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
17,2024-05-12,12:10:42.31,1,6,"Smith, Austin",801563,Left,SAN_TOR,"Fung, Matt",1000039279,Left,SAN_DON,Undefined,1,Bottom,0,3,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.82419,-2.237484,3.305589,2253.463899,151.48813,11:00,5.42069,-1.66183,5.93141,-14.87926,21.86391,-11.14973,2.10032,0.47933,79.2122,-5.127116,1.307644,0.436274,66.36225,31.318074,-152.722629,3613.690839,,,,,26.36019,,,6.78,12.31438,1.40398,50,5.23345,-6.88169,-127.15702,-5.35235,10.95032,29.36959,-12.28516,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,542fa420-1093-11ef-a4e2-cf60cac7793a,86.39619,16.29639,,8.61199,,,,1.40932,2.01027,-0.42246,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:10:42.31,2024-05-12T12:10:42.3130000-07:00,2024-05-12T19:10:42.3130000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,643701e8-7174-4d9f-8654-fb8f62b53380,54.56584,-128.20725,14.6848,5.417,-4.91304,-6.14258,1.65707,-7.27326,5.47516,55.255666,1.41222,-74.01826,1.89955,,,,,,,2.01525,50.39674,-24.7341,,,,,,,-0.4282,-37.88197,12.43884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
18,2024-05-12,12:11:02.22,1,7,"Smith, Austin",801563,Left,SAN_TOR,"Fung, Matt",1000039279,Left,SAN_DON,Undefined,1,Bottom,0,3,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,88.44644,-2.062938,3.052501,2284.76494,162.123925,11:30,5.49224,-1.62196,5.9286,-15.69347,20.70395,-6.23457,2.26683,0.69341,79.42053,-5.104388,1.935227,0.434217,,,,,,,,,,,,4.16709,11.6356,1.38118,50,5.31824,-6.55368,-127.98289,-5.01489,6.78864,30.79602,-13.21847,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,60139df0-1093-11ef-a4e2-cf60cac7793a,86.80552,,,9.02592,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:11:02.22,2024-05-12T12:11:02.2240000-07:00,2024-05-12T19:11:02.2240000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,8802c86a-deac-47be-a981-ab4ece7f0885,54.56497,-129.07666,15.39801,5.48801,-4.54541,-6.60924,1.61823,-6.79479,3.39432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
19,2024-05-12,12:11:18.49,1,8,"Smith, Austin",801563,Left,SAN_TOR,"Fung, Matt",1000039279,Left,SAN_DON,Undefined,1,Bottom,0,3,2,Curveball,Curveball,BallCalled,Walk,Undefined,Undefined,0,0,,75.66446,2.644905,0.076942,2468.8608,325.400811,4:45,5.20461,-1.87268,5.76459,-57.2979,-8.43685,6.81697,2.89316,-1.233,69.73507,-7.833739,1.298581,0.503098,,,,,,,,,,,,-3.44169,-4.52717,1.86218,50,5.38895,-0.3974,-109.9293,3.24962,-4.22452,18.92329,-37.73096,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,69ba03d0-1093-11ef-a4e2-cf60cac7793a,74.92065,,,5.92939,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:11:18.49,2024-05-12T12:11:18.4950000-07:00,2024-05-12T19:11:18.4950000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,a912b188-62d2-4ef3-9e1c-52ab9acfd2bb,54.73746,-110.74181,9.46165,5.21464,4.86966,-18.86548,1.87535,-0.21602,-2.11226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
20,2024-05-12,12:11:50.08,2,1,"Smith, Austin",801563,Left,SAN_TOR,"Kallinger, Myles",824264,Right,SAN_DON,Undefined,1,Bottom,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,86.51803,-0.666648,1.530195,2202.522203,166.570564,11:30,5.47099,-1.87863,5.87048,-15.92568,21.67107,-4.87071,3.52438,-0.86285,78.45069,-3.739716,0.656876,0.441313,,,,,,,,,,,,2.93225,11.63044,1.75754,50,5.4078,-3.14898,-125.53567,-1.87098,4.64689,27.05285,-13.74261,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,7c960c60-1093-11ef-a4e2-cf60cac7793a,85.4098,,,8.06734,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:11:50.08,2024-05-12T12:11:50.0830000-07:00,2024-05-12T19:11:50.0830000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,4b04e632-bd64-45f0-be8c-afd3075a42e9,54.62526,-126.52848,13.52643,5.46721,-1.36664,-6.87131,1.87624,-3.31952,2.32344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
21,2024-05-12,12:12:04.62,2,2,"Smith, Austin",801563,Left,SAN_TOR,"Kallinger, Myles",824264,Right,SAN_DON,Undefined,1,Bottom,0,1,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,79.15718,-0.864874,2.511368,1456.203209,118.469139,10:00,5.3063,-1.99633,6.22149,-36.04293,8.06544,-12.2678,1.50386,-0.69985,72.61014,-7.576216,0.295326,0.478004,,,,,,,,,,,,7.0428,4.87567,1.81412,50,5.22378,-4.59665,-114.94478,-2.78166,9.40727,21.62586,-25.66147,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,85414960-1093-11ef-a4e2-cf60cac7793a,78.85375,,,6.54704,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:12:04.62,2024-05-12T12:12:04.6200000-07:00,2024-05-12T19:12:04.6200000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,fa05d3a8-072f-4eee-8770-5d1142aa813b,54.27655,-115.74658,10.81293,5.30928,-1.83024,-12.83074,1.99101,-4.94543,4.70364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
22,2024-05-12,12:12:20.13,2,3,"Smith, Austin",801563,Left,SAN_TOR,"Kallinger, Myles",824264,Right,SAN_DON,Undefined,1,Bottom,0,1,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,87.44236,-1.43689,2.185747,2206.048268,165.804301,11:30,5.45647,-1.77172,5.9693,-13.78961,22.9795,-5.4904,2.9739,-0.20179,79.17014,-4.128224,1.200123,0.436428,,,,,,,,,,,,3.46571,12.57568,1.6015,50,5.33484,-4.60963,-126.80413,-3.50365,5.59341,28.04937,-11.87773,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,8e6cb2e0-1093-11ef-a4e2-cf60cac7793a,86.36571,,,8.27222,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:12:20.13,2024-05-12T12:12:20.1300000-07:00,2024-05-12T19:12:20.1300000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,91cc7145-4914-4518-9a6f-33ad99a96797,54.52653,-127.80148,14.02468,5.45191,-3.08131,-5.93887,1.76895,-4.80852,2.7967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
23,2024-05-12,12:12:37.36,2,4,"Smith, Austin",801563,Left,SAN_TOR,"Kallinger, Myles",824264,Right,SAN_DON,Undefined,1,Bottom,0,1,2,Fastball,Four-Seam,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,87.94549,-1.573924,2.807615,2219.716152,160.700884,11:15,5.51179,-1.65715,5.80987,-18.02056,18.37615,-6.01571,2.54434,0.45447,80.15008,-4.994032,1.731462,0.434213,,,,,,,,,,,,3.85579,10.17146,1.43036,50,5.37191,-5.99667,-127.5125,-4.03426,6.33296,26.81097,-15.46785,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,98b9b900-1093-11ef-a4e2-cf60cac7793a,86.8064,,,7.79541,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:12:37.36,2024-05-12T12:12:37.3680000-07:00,2024-05-12T19:12:37.3680000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,d8459e6e-1a4a-4958-a2ec-0d074ffafcea,54.68677,-128.49417,13.40549,5.50925,-3.46791,-7.73393,1.65417,-6.22855,3.16648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
24,2024-05-12,12:13:26.02,3,1,"Smith, Austin",801563,Left,SAN_TOR,"Watanabe, Kody",1000123739,Left,SAN_DON,Undefined,1,Bottom,1,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,74.85407,2.126684,0.262448,2526.376848,327.436276,5:00,5.33807,-1.71502,5.75954,-61.65649,-11.64351,8.39426,2.18047,-0.77121,69.06823,-9.123396,1.768116,0.508994,,,,,,,,,,,,-4.19351,-6.02611,1.68817,50,5.47695,-0.8024,-108.79272,2.0802,-5.02618,19.07653,-39.39672,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,b5d707e0-1093-11ef-a4e2-cf60cac7793a,74.0528,,,5.78583,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:13:26.02,2024-05-12T12:13:26.0210000-07:00,2024-05-12T19:13:26.0210000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,2ab9c6c2-2137-4396-a919-5d4a86fa3d21,54.74354,-109.62133,9.53826,5.34943,3.79145,-19.69836,1.71828,-0.58407,-2.51309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
25,2024-05-12,12:13:40.60,3,2,"Smith, Austin",801563,Left,SAN_TOR,"Watanabe, Kody",1000123739,Left,SAN_DON,Undefined,1,Bottom,1,0,1,Curveball,Curveball,InPlay,Undefined,LineDrive,Single,0,0,,75.50508,1.791655,1.215629,2573.188206,326.947725,5:00,5.33088,-1.66528,5.72237,-58.72531,-9.41878,7.10788,2.10684,0.0595,69.56923,-8.924606,2.489041,0.505386,92.37887,13.211635,17.835721,6583.632532,105.03132,18.26301,32.68665,232.92762,232.92762,17.623367,2.293574,-3.30756,-4.96634,1.55915,50,5.44364,-2.58067,-109.7062,1.5792,-4.02416,19.71456,-38.21634,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,bea0c960-1093-11ef-a4e2-cf60cac7793a,74.58142,18.59133,,5.93585,,,,1.95838,2.12903,-0.07722,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:13:40.60,2024-05-12T12:13:40.6030000-07:00,2024-05-12T19:13:40.6030000Z,LineDrive,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,1434bfe0-3ad5-4d7f-88c4-b00795c93f17,54.78058,-110.56195,9.85728,5.33908,3.23805,-19.10817,1.66738,-2.40599,-2.01208,169.102698,1.95838,125.56327,-18.73053,3.72357,-0.7421,0.13824,-0.02416,0.00331,-0.00023,2.12903,30.96578,-15.21102,0.65157,-0.04198,-0.00221,0.00292,-0.00038,1E-05,-0.07722,40.40028,-7.08448,2.0594,-0.53636,0.12145,-0.0236,0.0033,-0.00023,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
26,2024-05-12,12:14:23.05,4,1,"Smith, Austin",801563,Left,SAN_TOR,"Campagna, Michael",1000013092,Right,SAN_DON,Undefined,1,Bottom,1,0,0,Curveball,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,75.0308,1.679677,1.407423,2506.910082,334.827987,5:15,5.33983,-1.84227,5.61326,-64.2648,-14.07469,7.3367,1.55307,0.083,69.24273,-9.991147,2.720278,0.509895,,,,,,,,,,,,-3.34662,-7.28142,1.71708,50,5.44113,-2.94178,-109.01595,1.13013,-4.01464,19.73264,-40.90889,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,d7e59900-1093-11ef-a4e2-cf60cac7793a,73.92202,,,5.78808,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:14:23.05,2024-05-12T12:14:23.0500000-07:00,2024-05-12T19:14:23.0500000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,cd12a79e-c9a8-4b76-9301-81fca18d0a96,54.89084,-109.89766,9.86632,5.3498,2.95805,-20.45445,1.84452,-2.76239,-2.00732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
27,2024-05-12,12:14:47.72,4,2,"Smith, Austin",801563,Left,SAN_TOR,"Campagna, Michael",1000013092,Right,SAN_DON,Undefined,1,Bottom,1,0,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.06081,-1.75658,1.539995,2242.770176,153.548112,11:00,5.57905,-1.59032,5.95856,-20.99588,14.81477,-6.69965,2.19939,-0.72022,80.01142,-5.745697,0.335912,0.430703,87.59111,39.033054,43.650341,4402.265278,69.98472,76.73706,84.86525,273.13636,154.78519,58.680106,4.922652,3.95811,8.5789,1.47179,50,5.42802,-3.18602,-129.06129,-4.59617,6.54189,31.8948,-17.99504,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,e66cc660-1093-11ef-a4e2-cf60cac7793a,87.51385,88.36521,,9.04939,,,,0.60635,2.04911,0.59121,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:14:47.72,2024-05-12T12:14:47.7280000-07:00,2024-05-12T19:14:47.7280000Z,FlyBall,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,d54df167-ace3-41c1-8ec5-0b05277b7e3c,54.53724,-130.17775,15.9474,5.57787,-3.96626,-8.99752,1.58733,-3.41502,3.27094,215.357191,0.61378,72.05619,-23.0178,6.11344,-1.06651,0.103,-0.01108,0.00271,-0.00026,2.05274,80.8147,-21.26842,0.53861,0.82283,-0.48295,0.13493,-0.01848,0.00098,0.59597,68.78041,-7.31128,0.14012,0.64576,-0.31833,0.07607,-0.00904,0.00042,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
